input,output
"input: sentence_A: There are no dogs fighting for a frisbee in a lake. sentence_B: Two dogs are fighting for a frisbee in a lake
output: ",B_contradicts_A
"input: sentence_A: A man is playing the guitar. sentence_B: A guitar is being played by a man
output: ",B_entails_A
"input: sentence_A: Two men are doing a funny skit with a boxer in front of a crowd of people. sentence_B: Two men are doing a skit, which is very funny, with a boxer in front of a crowd of people
output: ",B_entails_A
"input: sentence_A: A man is praying fervently. sentence_B: A man is praying
output: ",B_neutral_A
"input: sentence_A: The small boy is standing in the forest. sentence_B: A small boy is standing in the forest
output: ",B_entails_A
"input: sentence_A: The man is playing the piano with his nose. sentence_B: A man is playing the keyboard with his nose
output: ",B_contradicts_A
"input: sentence_A: Two race cars are on a road in front of a grassy parking area. sentence_B: Two cars for racing are on a road in front of a grassy parking area
output: ",B_entails_A
"input: sentence_A: A concentrated woman is playing flute. sentence_B: A woman is playing flute
output: ",B_neutral_A
"input: sentence_A: A woman is using a machine made for sewing. sentence_B: A woman is using a sewing machine
output: ",B_entails_A
"input: sentence_A: A man and a woman are hiking through a wooded area. sentence_B: A man and a woman are walking through a wooded area
output: ",B_entails_A
"input: sentence_A: The parrot is talking into the microphone. sentence_B: There is no parrot speaking
output: ",B_contradicts_A
"input: sentence_A: An eggplant is being sliced by a woman. sentence_B: A woman is cutting a vegetable
output: ",B_neutral_A
"input: sentence_A: A person with a red hooded jacket and a black backpack is walking near a rocky wall. sentence_B: A person with a red hooded jacket and a black backpack is not walking near a rocky wall
output: ",B_contradicts_A
"input: sentence_A: The man is not taking a picture of himself and another guy. sentence_B: The man is taking a picture of himself and another guy
output: ",B_contradicts_A
"input: sentence_A: A door is being opened by a man. sentence_B: A man is opening a door
output: ",B_entails_A
"input: sentence_A: A woman is slicing butter. sentence_B: A man is slicing butter
output: ",B_neutral_A
"input: sentence_A: The woman is playing with two young boys at a park. sentence_B: A woman is playing with two young boys at a park
output: ",B_entails_A
"input: sentence_A: A girl with a black bag is on a crowded train. sentence_B: A cramped black train is on the bag of a girl
output: ",B_neutral_A
"input: sentence_A: Nobody is playing the guitar and singing. sentence_B: The woman is playing a guitar, which is acoustic, and singing
output: ",B_contradicts_A
"input: sentence_A: A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling. sentence_B: A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling
output: ",B_entails_A
"input: sentence_A: The brown dogs are playfully fighting on the sandy beach. sentence_B: The brown dogs are not playfully fighting on the sandy beach
output: ",B_contradicts_A
"input: sentence_A: A dog is chasing a ball on the grass. sentence_B: A ball is being chased by a dog on the grass
output: ",B_entails_A
"input: sentence_A: The male, who is dark skinned, is standing on one hand in front of a yellow building. sentence_B: The dark skinned male is standing on one hand in front of a yellow building
output: ",B_entails_A
"input: sentence_A: A baby elephant is eating a small tree. sentence_B: A little girl is selling a scooter
output: ",B_neutral_A
"input: sentence_A: A cat is playing keyboards. sentence_B: There is no cat playing keyboards
output: ",B_contradicts_A
"input: sentence_A: Four athletes are with a man in a crowded stadium. sentence_B: Four athletes are with a person in a crowded stadium
output: ",B_neutral_A
"input: sentence_A: A boy is looking at a calendar. sentence_B: A boy is staring at a calendar
output: ",B_entails_A
"input: sentence_A: A surfer is falling off the wave. sentence_B: A surfer is riding the wave
output: ",B_contradicts_A
"input: sentence_A: There is no man dancing. sentence_B: A man is dancing
output: ",B_contradicts_A
"input: sentence_A: A woman is skillfully playing a flute. sentence_B: A woman is playing a flute
output: ",B_neutral_A
"input: sentence_A: A man is sitting on the grass and drinking from a water bottle. sentence_B: A man is sitting on the lawn and drinking from a water bottle
output: ",B_entails_A
"input: sentence_A: One man is riding a horse. sentence_B: The man is riding a horse
output: ",B_entails_A
"input: sentence_A: A dog is barking at a ball. sentence_B: There is no dog barking at a ball
output: ",B_contradicts_A
"input: sentence_A: A person is riding a jetski in the waves. sentence_B: The person is riding a jetski in the waves
output: ",B_entails_A
"input: sentence_A: A shirtless man is posing with a girl who is hiking in a park. sentence_B: A man without a shirt is posing with the arms spread near a woman
output: ",B_neutral_A
"input: sentence_A: There is no girl with black and orange patches on the cheeks. sentence_B: A girl has black and orange patches on the cheeks
output: ",B_contradicts_A
"input: sentence_A: Some cheerleaders are taking a break. sentence_B: Some cheerleaders are relaxing
output: ",B_neutral_A
"input: sentence_A: A toy train is striking a toy car. sentence_B: A toy train is hitting a toy car
output: ",B_entails_A
"input: sentence_A: Someone is not stirring chili in a kettle. sentence_B: Someone is stirring chili in a kettle
output: ",B_contradicts_A
"input: sentence_A: A baby rhino is walking around a pen with its mother. sentence_B: A baby rhino and its mother are standing in a pen
output: ",B_contradicts_A
"input: sentence_A: There is no kid playing guitar. sentence_B: A boy is playing a guitar
output: ",B_contradicts_A
"input: sentence_A: A young girl in a bikini is jumping on the beach. sentence_B: A girl with a bikini is playing in the dunes
output: ",B_neutral_A
"input: sentence_A: Three men are dancing. sentence_B: The men are not dancing
output: ",B_contradicts_A
"input: sentence_A: A tan dog is running through the snow. sentence_B: A dog, which is tan, is running through the snow
output: ",B_entails_A
"input: sentence_A: Some water is being drunk by a cat. sentence_B: A truck is quickly going down a hill
output: ",B_neutral_A
"input: sentence_A: The man is singing and playing the guitar. sentence_B: A man is playing a guitar
output: ",B_neutral_A
"input: sentence_A: Some men are sawing. sentence_B: Men are sawing
output: ",B_entails_A
"input: sentence_A: A man is eating a bowl of cereal. sentence_B: Cereal is being eaten by the man
output: ",B_entails_A
"input: sentence_A: A dead bird is near a black man sitting on a tree. sentence_B: The black bird is sitting in a leafless tree
output: ",B_neutral_A
"input: sentence_A: The woman is adding sugar to the meat slowly. sentence_B: The woman is adding sugar to the meat
output: ",B_neutral_A
"input: sentence_A: A man is playing the trumpet. sentence_B: Someone is playing with a toad
output: ",B_neutral_A
"input: sentence_A: A person is playing a keyboard. sentence_B: A person is not playing a keyboard
output: ",B_contradicts_A
"input: sentence_A: A dad is launching his daughter into a swimming pool. sentence_B: A father is launching the daughter in a swimming pool
output: ",B_entails_A
"input: sentence_A: A large wet yellow dog is retrieving a toy. sentence_B: A large wet yellow dog is holding a toy
output: ",B_neutral_A
"input: sentence_A: Someone is falling off the horse. sentence_B: Someone is falling off a horse
output: ",B_entails_A
"input: sentence_A: A woman is cutting onions. sentence_B: A woman is chopping onions
output: ",B_entails_A
"input: sentence_A: A surfer is riding a big wave. sentence_B: The surfer is riding a big wave
output: ",B_entails_A
"input: sentence_A: One man is talking to a girl with an internet camera. sentence_B: A boy in his teens isn't talking to a girl with a webcam
output: ",B_neutral_A
"input: sentence_A: The brown dog and the black dog are in the grass. sentence_B: A brown dog and a black dog are in the grass
output: ",B_entails_A
"input: sentence_A: The person isn't slicing a vegetable. sentence_B: The person is slicing a vegetable
output: ",B_contradicts_A
"input: sentence_A: There is no man speaking. sentence_B: A man is spitting
output: ",B_neutral_A
"input: sentence_A: The dog is snapping at some droplets of water. sentence_B: The dog isn't snapping at some droplets of water
output: ",B_contradicts_A
"input: sentence_A: A large man is sitting in a military accessories shop. sentence_B: A large man is sitting in a military accessories store
output: ",B_entails_A
"input: sentence_A: The piece of paper is not being cut. sentence_B: The piece of paper is being cut
output: ",B_contradicts_A
"input: sentence_A: There is no dog in a colored coat running across the yard. sentence_B: A dog in a colored coat is running across the yard
output: ",B_contradicts_A
"input: sentence_A: There is no man eating cereal. sentence_B: A man is eating a bowl of cereal
output: ",B_contradicts_A
"input: sentence_A: There is no person kicking a soccer ball between somebody's feet. sentence_B: The soccer player is kicking the ball between somebody's legs
output: ",B_contradicts_A
"input: sentence_A: A man on a motorcycle is riding on one wheel. sentence_B: A person is performing acrobatics on a motorcycle
output: ",B_neutral_A
"input: sentence_A: A guitar is being played by a girl. sentence_B: A girl is playing a guitar
output: ",B_entails_A
"input: sentence_A: The boy isn't playing the piano happily. sentence_B: A boy is happily playing the piano
output: ",B_contradicts_A
"input: sentence_A: The Jockeys are racing horses on the field, which is completely green. sentence_B: The Jockeys are slowing down their horses on the field, which is completely green
output: ",B_contradicts_A
"input: sentence_A: The boy, who is young, is running through the ocean waves. sentence_B: The young boy is running through the ocean waves
output: ",B_entails_A
"input: sentence_A: Two kids are pushing an inflatable crocodile in a pool. sentence_B: Two kids are taking out a green colored crocodile float from a swimming pool
output: ",B_contradicts_A
"input: sentence_A: A cat is sliding upside down under a couch. sentence_B: An animal is crawling under a piece of furniture
output: ",B_neutral_A
"input: sentence_A: A man is spreading dough. sentence_B: Dough is being spread by a man
output: ",B_entails_A
"input: sentence_A: A small group of people are standing and two are sitting on the couch. sentence_B: A small group of people are standing and two are sitting on the sofa
output: ",B_entails_A
"input: sentence_A: A man is playing the drums. sentence_B: A man is playing the drum
output: ",B_entails_A
"input: sentence_A: The man dressed in chaps made of leather and a purple shirt is standing in front of some onlookers. sentence_B: The man dressed in leather chaps and a purple shirt is standing in front of someone lookers
output: ",B_entails_A
"input: sentence_A: The elderly lady is not waiting on the sidewalk. sentence_B: The elderly lady is waiting on the sidewalk
output: ",B_contradicts_A
"input: sentence_A: The dog in the red vest is not running in the field. sentence_B: The dog in the red vest is running in the field
output: ",B_contradicts_A
"input: sentence_A: The girl is wearing an orange shirt and a striped tie. sentence_B: A girl is wearing an orange shirt and a striped tie
output: ",B_entails_A
"input: sentence_A: There is no lady cutting up some meat. sentence_B: Some meat is being cut into pieces by a woman
output: ",B_contradicts_A
"input: sentence_A: A man and a woman are running together and holding hands. sentence_B: There is no couple running towards the ocean
output: ",B_neutral_A
"input: sentence_A: A man with tattoos is lounging on a couch and holding a pencil. sentence_B: A tattooed man is on a sofa and is holding a pencil
output: ",B_neutral_A
"input: sentence_A: The player is dunking the basketball into the net and a crowd is in background. sentence_B: A man with a jersey is dunking the ball at a basketball game
output: ",B_neutral_A
"input: sentence_A: A man is being curiously looked at by a woman. sentence_B: A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background
output: ",B_neutral_A
"input: sentence_A: The woman is not walking the dog. sentence_B: The woman is walking the dog
output: ",B_contradicts_A
"input: sentence_A: A woman is diving into a pool. sentence_B: A man is diving into a pool
output: ",B_neutral_A
"input: sentence_A: The meat is being dropped into a pan. sentence_B: There is no woman putting meat in a pan
output: ",B_contradicts_A
"input: sentence_A: Three friends are making faces for the camera. sentence_B: Three friends are making faces for a photo
output: ",B_entails_A
"input: sentence_A: A woman is swiftly snowboarding down an incline and another woman is standing behind her. sentence_B: A woman is snowboarding down an incline and another woman is standing behind her
output: ",B_entails_A
