input,output
"input: The girl gasped.
Her friend stuck an ice cube down her back.
output: ",cause
"input: The shirt shrunk.
I put it in the dryer.
output: ",cause
"input: It got dark outside.
The moon became visible in the sky.
output: ",effect
"input: I hung up the phone.
The caller said goodbye to me.
output: ",cause
"input: The woman's ring slipped off in the shower.
The ring went down the drain.
output: ",effect
"input: The girl received a trophy.
She won a spelling bee.
output: ",cause
"input: The woman's date wanted to look like a gentleman.
He opened the door for her.
output: ",effect
"input: The farmland needed irrigation.
A canal was constructed.
output: ",effect
"input: The woman gave the man her phone number.
She was attracted to him.
output: ",cause
"input: The skydiver glided safely to the ground.
She opened her parachute.
output: ",cause
"input: The toddler became cranky.
Her mother put her down for a nap.
output: ",effect
"input: The child became immune to the disease.
He received the vaccine for the disease.
output: ",cause
"input: The grape juice fermented.
The juice turned to wine.
output: ",effect
"input: The friends' debate dragged on interminably.
The friends were splitting hairs.
output: ",cause
"input: The woman hummed to herself.
She was in a good mood.
output: ",cause
"input: The man hated his new haircut.
He wore a hat.
output: ",effect
"input: The police aimed their weapons at the fugitive.
The fugitive dropped his gun.
output: ",effect
"input: The patient was dehydrated.
The nurse gave him an IV.
output: ",effect
"input: The man urgently leaped out of bed.
He wanted to shut off the alarm clock.
output: ",cause
"input: The papers were disorganized.
I put them into alphabetical order.
output: ",effect
"input: The woman won the lottery.
She bought a yacht.
output: ",effect
"input: The seamstress pushed the threaded needle into the fabric.
The thread went through the fabric.
output: ",effect
"input: The woman hired a lawyer.
She decided to sue her employer.
output: ",cause
"input: The tenant misplaced his keys to his apartment.
His landlord unlocked the door.
output: ",effect
"input: My favorite song came on the radio.
I sang along to it.
output: ",effect
"input: The executive decided not to hire the applicant.
The applicant failed a background check.
output: ",cause
"input: The man's eye became infected.
He went blind.
output: ",effect
"input: The bird couldn't fly.
It injured its wing.
output: ",cause
"input: The girl made a wish.
She saw a shooting star.
output: ",cause
"input: The woman shivered as she got out the pool.
She wrapped herself in a towel.
output: ",effect
"input: The nurse prepared the needle for the patient's injection.
The patient tensed up.
output: ",effect
"input: The man threw out the bread.
It was stale.
output: ",cause
"input: The children knocked over a lamp.
They had a pillow fight.
output: ",cause
"input: I drank from the water fountain.
I was thirsty.
output: ",cause
"input: The homeowners disliked their nosy neighbors.
They built a fence around their property.
output: ",effect
"input: The bodybuilder lifted weights.
Her muscles became fatigued.
output: ",effect
"input: The cook stirred the ingredients in the bowl.
The ingredients blended together.
output: ",effect
"input: The man signed the document.
The transaction became official.
output: ",effect
"input: The police officer dropped the gun.
The gun went off.
output: ",effect
"input: The woman felt compelled to help someone in need.
She donated blood.
output: ",effect
"input: The woman felt lonely.
She adopted a cat.
output: ",effect
"input: I rubbed sandpaper on the wood.
The wood became smooth.
output: ",effect
"input: The crowd gave the band a standing ovation.
The band reappeared on the stage.
output: ",effect
"input: The man threw his empty can onto the street.
He was fined for littering.
output: ",effect
"input: My stomach growled.
I forgot to eat breakfast.
output: ",cause
"input: The boaters set off a flare.
Their boat was rescued.
output: ",effect
"input: The man removed his coat.
He entered the house.
output: ",cause
"input: The family took their dog to the veterinarian.
The dog injured his paw.
output: ",cause
"input: The woman dangled the biscuit above the dog.
The dog jumped up.
output: ",effect
"input: I learned how to play the board game.
My friend explained the rules to me.
output: ",cause
"input: The man went away for the weekend.
He wanted to relax.
output: ",cause
"input: The boy tuned the radio.
The station was coming in with static.
output: ",cause
"input: The terrorist set off the bomb.
The bomb exploded.
output: ",effect
"input: The police handcuffed the suspect.
The suspect resisted arrest.
output: ",cause
"input: The authorities vowed to protect the identity of the crime victim.
They withheld the victim's name from the public.
output: ",effect
"input: The man's clothes fit loosely.
He lost weight.
output: ",cause
"input: The clock stopped ticking.
The clock showed the wrong time.
output: ",effect
"input: The man closed the umbrella.
He approached the building.
output: ",cause
"input: The man craved a cigarette.
He was addicted to nicotine.
output: ",cause
"input: The man dropped food on the floor.
His dog ran over to eat the food.
output: ",effect
"input: The girl was angry with her friend.
The girl spread a rumor about her friend.
output: ",effect
"input: The fugitive hid from the police.
The fugitive remained at large.
output: ",effect
"input: I tipped the bottle.
The liquid in the bottle poured out.
output: ",effect
"input: The woman spoke with a foreign accent.
She migrated from another country.
output: ",cause
"input: The boy's mouth stung.
He ate a pepper.
output: ",cause
"input: I finished a page of the book.
I turned to the next page.
output: ",effect
"input: The service at the restaurant was slow.
The restaurant was crowded.
output: ",cause
"input: I saw a woman getting robbed on the street.
I called 911.
output: ",effect
"input: I put my plate in the sink.
I finished eating.
output: ",cause
"input: The man closed the book.
He finished reading it.
output: ",cause
"input: The boy read the novel aloud to his grandfather.
His grandfather was blind.
output: ",cause
"input: My foot went numb.
I shook my foot.
output: ",effect
"input: The photographer got the child to smile.
The photographer quickly snapped the child's photo.
output: ",effect
"input: The man slid the razor across his chin.
His stubble disappeared.
output: ",effect
"input: The woman took her family on vacation.
She received a salary bonus.
output: ",cause
"input: The woman awakened.
Her husband was snoring.
output: ",cause
"input: The woman sensed a pleasant smell.
She was reminded of her childhood.
output: ",effect
"input: The bar closed.
It was 3 AM.
output: ",cause
"input: The driver got pulled over by the police.
He was speeding.
output: ",cause
"input: The teacher took roll.
She identified the students that were absent.
output: ",effect
"input: I pushed the pendulum.
It swung back and forth.
output: ",effect
"input: The teenager ran away from home.
His parents abused him.
output: ",cause
"input: I botched the job interview.
The interviewer asked difficult questions.
output: ",cause
"input: I dabbed the floor with a paper towel.
I spilled juice on the floor.
output: ",cause
"input: The bartender refused to serve the patron.
The patron was drunk.
output: ",cause
"input: I was confused by the professor's lecture.
I asked the professor questions.
output: ",effect
"input: The book was deemed inappropriate for children.
Schools banned it from its libraries.
output: ",effect
"input: The man begged for forgiveness.
The woman took pity on him.
output: ",effect
"input: The surfer caught the wave.
The wave carried her to the shore.
output: ",effect
"input: The speaker disarmed her debate opponent.
The speaker won the debate.
output: ",effect
"input: I moved to a new city.
I found a better-paying job.
output: ",cause
"input: I avoided giving a straight answer to the question.
The question made me uncomfortable.
output: ",cause
"input: The student received detention.
He talked back to the teacher.
output: ",cause
"input: The boy's hands were shaking.
He planned to ask the girl out.
output: ",cause
"input: A man cut in front of me in the long line.
I confronted him.
output: ",effect
"input: The inside of the train went dark.
The train travelled through a tunnel.
output: ",cause
"input: The man contemplated the painting.
He felt in awe.
output: ",effect
"input: The turtle hid in its shell.
It detected a predator.
output: ",cause
"input: The girl handed down her clothes to her younger sister.
She outgrew the clothes.
output: ",cause
"input: The parents left their children with a babysitter.
They made plans to celebrate their anniversary.
output: ",cause
"input: The trip took a long time.
The driver made a wrong turn.
output: ",cause
"input: The product was heavily advertised.
Consumers recognized the product.
output: ",effect
"input: I rubbed the soap between my hands.
The soap foamed.
output: ",effect
"input: The cowgirl threw her lasso towards the horse.
The lasso grabbed onto the horse.
output: ",effect
"input: The group overlooked the woman's faux pas.
The woman was relieved.
output: ",effect
"input: The girl came across an unfamiliar word in her textbook.
She looked the term up in the dictionary.
output: ",effect
"input: The man became disabled.
His family offered him financial support.
output: ",effect
"input: The flashlight was dead.
I replaced the batteries.
output: ",effect
"input: The skunk sprayed the dog.
The dog emitted a foul smell.
output: ",effect
"input: I scratched my skin.
My itch went away.
output: ",effect
"input: I wrote a thank-you note to my grandmother.
She sent me a gift.
output: ",cause
"input: A burglar broke into the house.
The security alarm went off.
output: ",effect
"input: I held the door for the woman entering behind me.
The woman thanked me.
output: ",effect
"input: The security guard tackled the man.
The man displayed a weapon.
output: ",cause
"input: The driver rotated the steering wheel.
The car turned.
output: ",effect
"input: The army surrendered the battle.
They were outnumbered.
output: ",cause
"input: The navy bombed the ship.
The ship's debris sunk in the sea.
output: ",effect
"input: I ironed my shirt.
It was wrinkled.
output: ",cause
"input: The girl felt dizzy.
She lost her balance.
output: ",effect
"input: The driver pulled over to the side of the road.
He noticed a stranded vehicle.
output: ",cause
"input: The hospital sent the patient home.
The patient's symptoms cleared up.
output: ",cause
"input: The child caught a life-threatening illness.
She didn't get vaccinated.
output: ",cause
"input: The parents recognized their daughter's creativity.
They encouraged her to become an artist.
output: ",effect
"input: The boy turned the lid on the jar.
The lid came off.
output: ",effect
"input: The woman received a diploma.
She graduated from college.
output: ",cause
"input: I chugged the pitcher of water.
I ran five miles.
output: ",cause
"input: I came upon a puddle on the sidewalk.
I leapt over the puddle.
output: ",effect
"input: The woman covered her ears.
The fire alarm blared.
output: ",cause
"input: The archeologist dug up the site.
She excavated ancient artifacts.
output: ",effect
"input: The audience booed the comedian off the stage.
He told a racist joke.
output: ",cause
"input: The coach gave his player a high five.
The player scored a point.
output: ",cause
"input: My breath smelled of garlic.
I brushed my teeth.
output: ",effect
"input: The baby pulled the mother's hair.
The mother grimaced.
output: ",effect
"input: I stood on one foot.
My balance wavered.
output: ",effect
"input: I pushed the gas pedal.
The car accelerated.
output: ",effect
"input: My car was towed.
I parked illegally.
output: ",cause
"input: The woman got away with the crime.
She destroyed the evidence.
output: ",cause
"input: The dust came off the desk.
I wiped the desk with a cloth.
output: ",cause
"input: The motorcyclist twisted the throttle.
The motorcycle shot forward.
output: ",effect
"input: The teacher caught the student chewing gum.
The student spit out the gum.
output: ",effect
"input: The host served dinner to his guests.
His guests were gracious.
output: ",effect
"input: The boy climbed the tree.
A cat got stuck in the tree.
output: ",cause
"input: The chair squeaked.
The man scooted the chair closer to his desk.
output: ",cause
"input: The father shut off the children's television.
It was bedtime for the children.
output: ",cause
"input: The man held his breath.
He went underwater.
output: ",cause
"input: I clumsily bumped into the stranger.
I apologized to him.
output: ",effect
"input: The boat capsized.
It was caught in a hurricane.
output: ",cause
"input: The mother suspected that her son was lying.
He avoided making eye contact with her.
output: ",cause
"input: The young woman was denied entrance into the bar.
She forgot her ID.
output: ",cause
"input: A crater formed on the moon.
A comet collided with the moon.
output: ",cause
"input: I planted the seeds in the soil.
The seeds sprouted.
output: ",effect
"input: The benefactor requested to stay anonymous.
He wanted to maintain his privacy.
output: ",cause
"input: The woman felt ashamed of scar on her face.
She hid the scar with makeup.
output: ",effect
"input: The doctor x-rayed the patient's arm.
He discovered that the patient's arm was broken.
output: ",effect
"input: The boy filled the bucket with sand.
He was building a sand castle.
output: ",cause
"input: The woman upgraded her computer hardware.
She installed new software on the computer.
output: ",effect
"input: The girl performed in a dance recital.
Her parents came to watch the recital.
output: ",effect
"input: The baby was wailing in his crib.
The mother picked up the baby.
output: ",effect
"input: The woman had a religious awakening.
She began going to church.
output: ",effect
"input: The bureau drawers were cluttered.
I threw away unnecessary contents.
output: ",effect
"input: The student flaunted his test grade to his classmates.
He received a perfect score.
output: ",cause
"input: The boy felt homesick.
He went away to camp.
output: ",cause
"input: The rocket flew up into the sky.
The girl launched it.
output: ",cause
"input: The boy murmured his reply to his mother.
His mother told him to speak up.
output: ",effect
"input: My flight got delayed.
Tornadoes were sighted in the area.
output: ",cause
"input: The vase broke.
I glued it back together.
output: ",effect
"input: The woman felt an electric shock.
She grabbed the doorknob.
output: ",cause
"input: I jumped instinctively in fright.
I sensed someone approaching me from behind.
output: ",cause
"input: The gardener wanted his plants to flourish.
He put fertilizer in the soil.
output: ",effect
"input: A water pipe in the house burst.
The pipe froze.
output: ",cause
"input: The waistband on my pants was loose.
I put on a belt.
output: ",effect
"input: The company lost money.
Some of its products were manufactured defectively.
output: ",cause
"input: The tenants were evicted from the apartment.
They neglected to pay their rent.
output: ",cause
"input: The man woke up with a toothache.
He made an appointment with the dentist.
output: ",effect
"input: The team lost the game.
Their best player was injured.
output: ",cause
"input: The parents forbade their children from watching the movie. 
The movie was rated R.
output: ",cause
"input: The woman deleted the email.
The sender tried to solicit money from her.
output: ",cause
"input: The police eliminated the woman from the list of suspects.
Her alibi checked out.
output: ",cause
